N,P,K,temperature,humidity,ph,rainfall,label,yield_t_ha
13.385464210983551,18.69449017909972,38.67328813563893,25.3123446791438,93.39338531186318,5.4332047271437345,217.2414772140106,coconut,4.27
10.482009117516617,168.63516766360704,156.8073784393546,22.270937365599565,89.74680932981647,5.965710087005441,119.27140628990995,apple,1.97
27.8483847582041,129.91047341151,196.73532446529717,23.576199405478004,95.4096336406399,6.262647213566005,147.3694322230238,apple,3.15
61.291400805723875,73.76261587354335,65.96518813254579,26.63823843457959,73.29937552172608,5.805728502169981,67.80345741273442,banana,2.46
117.42684165253539,36.98627866730486,30.17844326141301,21.880095545148848,53.10469557886543,7.038062929553891,231.46436917220683,coffee,2.51
129.96023540608854,95.37281827608744,47.01032904512526,24.595826189212232,75.26398494420248,5.423439125049831,93.9660302121287,banana,2.78
90.13811897920506,43.287788357103075,9.789868611767439,26.96775741897651,47.66157300057239,6.415499405019573,97.70799899393847,coffee,3.94
120.39851234147682,11.679632655975103,39.731089040581914,21.442235202439434,85.91457281810128,5.7585071035123505,56.93231144089516,watermelon,3.28
22.854736737078785,39.88510550109091,11.245081619598853,26.235536929036748,64.34591026325032,6.466315968088075,82.75120232219476,mothbeans,4.95
121.00881227097476,3.6502891012309604,63.595116647612414,31.181268095334097,86.26001880600964,6.739633674117929,65.55507986553738,watermelon,2.61
32.738967210699926,35.85663523535887,54.386858655657655,33.0982429425882,85.80953794656179,6.942151422325409,158.9087707719783,papaya,6.32
94.21508941835414,28.637996282964707,72.56913375443179,26.640669110355052,87.99050889880577,6.55241966558447,64.53804832668503,watermelon,6.16
97.63850236544658,49.001772592424274,49.2398267912015,23.34853521919711,71.15868245249257,6.933795515458985,142.0657958551049,jute,4.6
39.28519837492513,81.82295778395002,43.735588521898926,38.75784390043338,87.02655095728043,6.278612386370689,132.76306336929736,papaya,4.94
1.3875792944094512,1.6009392746093651,28.893317743868977,29.867729796609012,75.26217026435438,6.06271490917296,105.32868689881556,mango,3.42
70.48977296571034,62.44950200566933,40.70864997055136,30.79197477716878,83.68967463131078,6.442076425442607,176.78767065627775,jute,2.93
0.0,1.545234175120174,41.391630764329335,35.24130894487378,49.76661840618752,5.755727852291824,122.77277861836083,mango,5.26
0.0,0.0,27.72168472387684,28.008205126094754,46.28916456395243,5.26072544648874,83.77729031717485,mango,2.51
74.45739978424271,51.66170919104481,50.971775503822954,25.73564411411312,75.8168882516906,7.414630849591494,161.31325959073178,jute,6.1
18.273304539859637,79.71132515725633,71.97007721069116,17.637866870783355,17.659901652845072,7.2761998719116265,94.1890363427808,chickpea,2.48
20.00546255165986,78.87694619205206,26.286496074374472,24.579760859371532,34.458547075912506,6.023880188964569,155.62616353241887,pigeonpeas,2.82
8.072905700716218,51.59577225404818,27.459478967637338,26.75469913310989,58.60560489696467,8.025861777789022,49.43485810519662,mothbeans,4.2
29.57555317109584,12.713326113518834,7.416085943417112,16.789811232519558,94.97149413343811,6.101892454952083,103.77806553278116,pomegranate,2.67
19.35297201707631,42.43592623814992,20.956802101336834,27.957480870275973,49.048166096629586,5.666488451664445,119.63179929488955,pigeonpeas,4.03
98.98904731819879,26.57301696661794,68.19339416426052,20.477341166099738,85.05010575870284,6.2245222266219065,45.335428002708916,watermelon,3.66
43.37955554145025,58.11638732780778,26.805707021354003,30.002266522363787,70.48686254886735,6.1385077704834154,76.93963434019705,blackgram,1.7
16.376633785338313,33.16175596383994,25.404079981438283,29.415587014093024,45.936276812425795,7.486749316061875,59.08920676321014,mothbeans,2.77
45.932351212896904,39.44452301103381,43.840654489393074,22.90191575571772,71.66278949980062,6.4554399802436055,147.82121997980587,rice,2.15
0.0,0.0,28.758554941981327,23.7210472796238,56.57945849418094,5.440341526096438,85.04485190701942,mango,5.22
76.52154005602716,57.841139409793875,35.5852419468709,27.680041787824436,83.68535335308836,6.580425041192068,223.6080036266852,jute,3.15
73.80031612785459,38.553530674710444,14.28788255720847,24.337496523888753,59.955635596844395,7.215535884792837,161.19634029303123,coffee,2.28
87.07046019417052,67.10515008559761,27.825391510349117,19.871924782051718,67.32533194490439,6.664267376956974,24.557166888587858,wheat,2.31
0.9242932703018234,0.0,53.133269544607145,33.38183960041376,47.62954222221824,5.59634991574686,88.82442315906827,mango,4.05
133.9524755941868,67.68365350537135,57.690659894163446,26.29048087362743,66.05397503993065,6.156111390823819,86.64724871903147,banana,3.91
0.0,10.836801893716,15.503309237749995,15.589305611913574,93.29024198399021,6.373279399572207,113.78625175692865,orange,2.17
30.215723088705502,72.07035221652562,10.343826817142276,23.774062820852286,61.41114421766562,5.421797248022907,115.39948468212123,pigeonpeas,2.24
36.92581884774766,13.419610318187027,36.72865230885132,30.68618416568676,98.06826217588062,5.950223408989432,150.5534184625399,coconut,5.88
112.37611975605141,42.89099129103243,29.57938559843926,26.085878179993156,81.31632743787698,6.898821835466962,58.82283982284011,cotton,5.88
63.1531804184815,65.36326608263545,23.19891993380103,19.316359786101028,62.35068587315343,6.393882849192226,70.1654898868464,wheat,4.45
20.582414354898475,33.68646835291453,29.863348693419866,25.98977090985631,86.07169907283937,7.6988793166876555,87.10319963702425,sugarcane,5.89
98.13541789635283,17.011738971536886,26.746518125822057,24.33571450474277,90.84397778582453,6.045975061793085,19.756424374092276,muskmelon,2.67
123.34966255106573,14.64231168924655,35.374180001388126,23.543675892687702,79.45262227580128,6.804595895575744,68.30644864383298,watermelon,4.35
21.940140953264773,108.29757002870755,169.82039365380845,21.277824003679484,90.86249656367735,4.892910172745982,161.6761202118007,apple,6.12
41.95692873465886,65.35139590437377,49.72663243465898,35.428884834186476,88.2261536852226,6.387838288915796,164.40792465671933,papaya,4.27
27.685396420337575,14.70122645261274,15.189596283906138,18.02513565882201,92.57072913203024,5.482202658056796,86.54156291659368,pomegranate,3.47
0.0,1.7651962420750047,10.487086715321563,21.220939409676795,88.67171812906881,6.5660128050078095,81.61006836186189,orange,3.71
31.958891252987947,37.238700338031784,21.737663500227207,19.14093110435309,84.11386791274394,6.187416064618428,151.5726400016286,pomegranate,4.33
46.285896547830866,28.25898125530378,40.244930211686054,31.237164949769515,91.71249388165734,7.217276707480864,122.0680845201085,papaya,3.62
38.460947730253125,96.90794408848892,15.356316929230328,29.849492197098353,54.9994118562326,7.244896005962765,75.96189558706561,blackgram,4.32
27.733344397545046,163.12208875054168,206.1682612771733,24.19090487397513,84.20073930349879,5.5190065205674825,94.98553168033733,grapes,6.25
11.43318065052449,95.67128630709585,9.756355431980266,27.568439463663243,56.05955178556159,5.298030932799083,155.5413142434325,pigeonpeas,4.21
26.054491181304392,18.405275591087737,44.45085727498045,26.617121464048545,93.26301608458381,6.382434354959903,175.43223914950008,coconut,5.96
92.00346531426948,88.82599230302137,50.290882911505726,23.711401429297435,70.54946763673124,6.468104332547235,91.33039610210726,banana,4.05
119.99355710346356,23.041479790431545,63.01373029828745,27.364331406405274,90.13352412729742,6.205239459107281,24.441035333864043,muskmelon,2.82
118.57697789586369,42.34022440182004,18.374943629412574,22.78921998903927,84.28332559934704,6.97760840180232,125.13504944337532,cotton,4.49
17.676936066793626,4.130927258509011,24.570013589172945,25.147642766983186,82.93348982297113,6.559823839054869,62.061429753291364,sugarcane,2.03
4.271846601747107,0.0,11.611204404412042,17.645445644714883,96.14642565545981,6.87705550346086,81.26280908553795,orange,4.9
53.95683810789956,64.74091120844736,69.29369215594024,22.441209447931058,10.082969058667345,6.548443926570195,105.44974893197478,chickpea,2.09
49.53125045376087,74.6962813014594,90.87643680271995,20.064713148459834,12.792592023885238,7.372769017869577,96.00819050455365,chickpea,4.08
90.43475143005439,62.34122208338292,32.720705562660186,19.568555884294575,61.82049672895741,7.1881480389064,76.06100847240299,wheat,3.54
88.42724699281959,24.478103900474018,36.484468932928415,17.227760180359056,64.67929189874758,6.784108860908432,42.74189322499003,maize,3.67
36.060133187568795,81.08085424357239,9.214889484724614,30.92085225033758,55.1040087891035,6.886035060849014,80.80339272246101,blackgram,4.53
96.21037107364614,13.083706624075479,48.78986217945848,26.638947191017294,94.095807495752,6.827362159939774,21.202841797853118,muskmelon,5.14
42.603218387712204,39.71038107002914,69.60219759145372,10.657369468551853,21.856228946607718,7.834258597154293,95.59133454480764,chickpea,4.31
40.874737536807395,77.59346462150604,20.823929309672486,31.873746927951732,56.191735312930845,7.072042186986166,53.37350786102783,blackgram,2.21
9.294183210337438,9.049348096882317,41.93554447329313,21.368882536109073,87.57416439583835,5.704676885315403,181.71978260177937,coconut,2.34
54.980976334877845,54.65055896113436,16.976665818245447,30.09676268718287,79.53284930844379,6.598460109187646,84.69499445286604,blackgram,3.22
11.770461749281132,53.06530312187887,32.45505469237354,27.398576172526365,38.8639170799556,7.244289870896047,23.941663109869566,mothbeans,5.24
12.30075419747607,35.39666328060879,7.6083351024191455,24.535587509161434,48.283711695176606,6.307541710151314,45.96446625800788,lentil,3.87
3.836536813012434,1.8009563905080306,31.265846957226287,37.407062228240115,59.29342585058584,5.715523600181921,98.25597709623847,mango,1.73
10.172449349873899,66.76123232496637,27.32808255832872,24.83319334903834,45.504103930815965,5.377468800277703,118.24488837012564,pigeonpeas,2.93
85.73312794438655,50.49225224595733,22.172630697562987,16.893005696718763,56.3515476767339,6.726576426666452,59.2088969228669,maize,5.36
65.63111557495128,37.86552848288153,43.10907565598005,27.426068650848656,86.2882981160101,6.420030735018287,199.23935168389244,rice,2.11
22.13177725948122,130.70174534509957,221.0628277059049,20.921556175849723,79.82428895298891,6.003809663173443,62.060460359057245,grapes,2.2
17.60887966142118,31.755446345499145,16.488528221247975,22.293791054360682,78.75055344380479,6.7571798440461555,51.40067529510849,mungbean,3.96
36.08351432578209,57.01771877964677,93.09754146040198,17.50152881523948,10.137041955736287,7.194611271333937,87.81045795130002,chickpea,4.96
109.6177234708475,51.87483296205864,16.577803638995693,22.64195592938279,63.940595320453305,6.542398864513071,19.591230587618696,wheat,5.26
27.478895878967002,151.31723116667575,225.71718384147266,21.97705357563248,94.35265323764808,6.006422005910226,134.73771205000298,apple,5.12
93.49930129536097,24.102378638835688,30.08784905860796,21.794687542462512,55.21514123838962,6.713772215456093,117.46776624645507,coffee,3.89
33.85461216308905,67.28808952005538,7.8829626331556355,28.85035548912415,69.33390118092952,6.9121419937864985,55.10648097673017,blackgram,4.97
112.74602669494192,20.205898029532904,44.88080436456755,24.625845525290543,84.2588855557844,6.702104537269681,44.494660779175376,watermelon,4.28
92.26097940227555,19.64554581325484,35.489014946460756,22.432923399478817,80.63728311612245,7.367708294050273,47.51478006632947,watermelon,2.25
101.56463148979475,28.63537955156817,31.425959371534603,23.218812418942775,48.436242266675904,7.049842657957711,149.79180330397494,coffee,3.79
18.460421750173186,168.0305681566437,250.55435250218446,28.493531406697663,81.03509316119656,5.287153967206068,18.139217966963187,grapes,5.34
97.4080004013701,17.606583447843505,28.77094721556972,29.389290791991325,90.0366940803438,7.113400336392123,21.049781355616314,muskmelon,2.18
12.123091888972368,53.641467841134784,2.121294074994868,28.01797976844,58.507689974769846,7.36535042206542,62.031884820914385,lentil,4.06
90.05344756801364,9.374739961959264,54.35594844119225,21.479108822359606,80.03039535412303,6.961165302481924,78.5097356258313,watermelon,3.65
138.833334661667,34.97457629346678,9.267048194036823,24.039963058569793,91.78064481338701,7.204048323622177,35.102794668214926,cotton,3.5
119.90606798307236,55.372107455285814,14.92382941252847,25.935550489442704,84.21914387242812,6.759466025817716,80.35505092346573,cotton,3.97
26.04995724129679,131.1878753664294,197.59469344898554,23.77679128467707,84.68403734612451,5.500174035230398,93.67267217635757,grapes,5.68
13.96630280376446,64.49743132892858,9.487823526192125,29.033369264236505,57.41431798820729,7.191724726615312,26.489473453687847,lentil,5.38
3.1595016957890647,0.0,12.810947653426208,19.57129783946238,87.91076137580826,7.5261760872899846,166.81319034511083,orange,4.22
90.72155308449054,18.19864582866132,67.58516185193265,31.679979502931587,93.80595392989979,7.207676467694665,4.838188703994479,muskmelon,5.35
32.5483222968265,64.56576329248878,18.797221801996606,28.227515667277572,64.40016592737959,6.192237548483679,78.97671766036925,blackgram,3.73
39.52904086136564,67.94808228168301,50.850156752627406,41.08646612840725,88.20144501963698,6.068251236984986,193.58037751583092,papaya,5.84
107.33690537292651,65.15621711447224,7.2951899900024095,20.974480085959296,63.65894779609309,7.05650034956934,90.62085477565323,wheat,3.06
47.66374717137386,56.4781327497095,38.59789445516246,33.808811082189735,100.0,6.498113815265939,129.994645363894,papaya,5.74
28.69703363386789,77.35945854635139,10.302077290042675,23.543727341559602,76.36586513722813,6.572918339205572,79.06279251829335,lentil,5.75
24.589955368035305,47.85543375192496,9.693539060291698,27.87814644642556,49.164169582145924,5.554350973996673,154.2294809883618,pigeonpeas,2.62
7.899034787007749,1.256656302292465,10.042605363691958,21.95901122998025,89.28194273769758,6.572774460974864,100.93345071609804,orange,6.23
33.50253322615643,44.95204963759773,57.14387945471197,28.782420942403604,90.80841862102588,6.9473157213242835,155.4997718164578,papaya,5.36
0.0,2.7797437497909354,13.747589514022106,29.629195482595772,42.261751117643016,5.576388689673183,92.22021411281636,mango,4.1
22.263794498011613,41.942267032330726,10.951661005632918,29.262890581382212,90.0082675168855,7.056208871058187,53.48864006872241,mungbean,5.83
21.80632858115845,65.52437313190896,20.683108881079665,33.22712825410762,95.2724422016429,6.006612200785525,51.32239960699249,mungbean,1.95
38.6179461869833,120.15705899247855,231.25451596946507,19.13734728243821,98.02128607989026,5.787993707180839,96.70251015312392,apple,5.23
0.7857289185126726,0.0,29.918084817462205,29.86779710783955,48.5761620093391,5.825030630134226,111.12103223885563,mango,2.06
0.0,9.908007013256752,18.721049112960305,24.09724266023253,85.29967679815294,6.281066008826692,96.28942777179776,orange,2.15
123.32430520305815,67.01009285980032,10.129457585807776,26.86392636631924,77.62102027645697,6.535616729822689,106.33759676936964,cotton,5.09
17.43245028911072,49.35768548463627,17.095066710755468,21.97762941776497,49.893224493590736,6.777752355572675,60.50491537161088,mothbeans,3.33
19.65953413307874,61.46021844762717,6.36450961025921,21.546324473584484,67.12967461789916,7.132712708251345,45.756653236060885,lentil,2.15
100.29139576589424,44.59920795207624,20.23078128173313,17.91171238200656,74.75544866363818,6.161817748482197,62.96252407426968,wheat,4.04
23.63468967883263,11.010648864618993,32.35553679099412,19.656873032183476,84.39399336580576,6.241481662049051,109.69370336565169,pomegranate,2.17
93.9128171344989,50.96492853367564,20.698648463323273,24.809626276604263,65.77399915967293,6.145225354265398,47.91975450149746,maize,2.72
81.72164787443322,26.57714307554852,32.00968376642411,22.611605483371136,50.966774407251634,6.74598215925489,182.04919150711075,coffee,4.94
0.0,8.385295876485563,26.350994452043174,31.928595790912716,55.61368046381674,5.426525713988366,83.50255393361887,mango,1.93
71.49931280242382,65.67476410068588,19.85531370215951,19.45259228588056,63.195500172952286,6.299931181073499,65.16132741399008,wheat,3.31
21.930575479334248,49.73478874570739,23.09058654249248,19.386586337041635,29.77737849157745,6.329207890085943,93.35486077204592,kidneybeans,1.43
2.422956894196374,1.337376944490306,33.04661134676203,35.02816558405355,52.1213113819727,5.440400591810737,117.09016964985423,mango,4.29
116.99586712453265,18.561296377134543,69.98302680733634,27.46387934630951,94.4992712922155,6.821977029454939,24.026540311072672,muskmelon,2.57
102.57591746896479,43.56042106507834,51.87591818018013,24.55095715625405,75.1617178585574,6.578695688933318,141.11825715576063,jute,6.03
43.257963165821664,54.91942259424484,88.94663509341007,19.08389815538477,17.520964597767108,7.923150463519677,87.01570351509619,chickpea,2.56
16.399059265476694,6.466246931061255,28.331948552369997,25.404672897115088,96.38519914184485,5.879442029122991,196.96958380931724,coconut,3.19
29.695752588447682,89.23449229229368,10.740168256841022,23.54310606451756,58.87453090633782,6.917927278840067,53.9991040417539,lentil,2.79
107.40680534657692,60.76130305694682,33.54422988672653,26.79808299009685,82.75826134289537,6.324532127568567,125.6295931138342,banana,3.07
85.08975509749308,30.602211454999715,10.961031867738665,22.864821921918594,84.32057196024986,7.03373130141341,62.729478739106554,cotton,6.25
69.78645068393584,7.292293118776616,63.16981965623796,21.484198212330416,75.90474492348726,7.247410875229236,29.092735281886917,watermelon,3.56
117.74707089966498,22.9071875924843,60.15498210287,25.411572209175684,92.318998669954,6.467402453616203,32.820946110195614,muskmelon,3.42
7.71403386884841,0.0,21.56555965916737,35.28090221323123,45.667472987112916,5.9841194314484145,94.29579324619154,mango,2.77
14.725607705196396,18.110763457142188,13.56849298618269,29.3935554764349,75.25982874227485,6.539691849352429,87.65016193684363,sugarcane,5.04
26.60476317821702,136.46915112338286,171.7621647931636,16.696257417286954,92.42602160567675,5.582921250438955,135.9815272920323,apple,2.67
14.717349897599068,15.749458309904547,27.868786584917622,31.502094832978393,80.45678435155853,5.908621031891667,104.31359912552097,sugarcane,3.55
72.21142168033727,52.40584084302283,53.00663366765603,28.417882673420042,75.23514487530896,7.2774565900718375,139.08382922127885,jute,4.54
24.832967116708144,65.38967813928976,27.99535226142329,32.70987806318148,54.03260746526472,5.991871895803985,155.9684908944993,pigeonpeas,6.14
19.618989175932175,143.1207917676739,213.76663241760946,19.765903535933532,82.66233764313944,5.564657191013744,90.80302036159557,apple,5.31
106.58276886982712,29.3642691806728,17.74049103864606,21.272139565165254,57.36939296421236,6.831942734307721,158.33997135103203,coffee,5.86
81.87569335905579,84.12969870811008,53.76467819476289,22.54618562424104,83.04133583172094,6.538374003135326,100.6338013579593,banana,5.9
39.94403981170954,77.03112483388769,63.624486857910284,16.451601190102394,19.47768878782889,7.539640844297258,74.12066104671635,chickpea,4.92
0.0,0.0,18.948494947981917,17.948011716503117,98.20111529631426,7.479836059597362,74.24746019375678,orange,4.59
38.38045183058672,73.57619049244968,11.928009146028476,30.397491430486937,61.94808468140726,6.471802622637988,74.74964149452798,blackgram,2.28
46.83324511516092,86.91423177407958,36.67347173350943,28.91085040893426,53.5364073310633,7.516219290307183,85.30313100240525,blackgram,1.51
18.120222002296774,10.520906458293044,18.215441505674338,25.761345362437474,95.18730551754486,6.387189497709734,130.39672073049607,pomegranate,2.01
77.50473170908855,69.26701916003694,33.29007371638296,20.17161497365491,60.18230351710576,6.434387128037512,40.03229121623417,maize,4.86
18.59107007967497,141.60648749750095,193.72407175356943,23.69259323038426,91.07788740797537,5.881611282715095,77.68567866364477,grapes,4.45
18.444163760978363,9.232295738965988,16.06588710093358,30.420039859202355,97.88253469044577,5.390697819277257,179.77089534472836,coconut,2.68
29.49094427395003,17.66495956027945,19.250701400885777,18.09902529344886,87.74768424558137,5.596879067360598,79.07835070167637,pomegranate,4.18
18.763940293627734,46.65436766390694,9.371979767879012,30.04064636770847,84.00575128241175,6.016864829544183,52.98702125638305,mungbean,4.91
84.3291717916395,63.89035957392463,58.43413758320533,27.09030647285511,86.14382988802437,6.5075716391299325,217.68296067466926,rice,3.55
33.78657446112827,55.80257376207039,20.070269239185183,27.286950049117046,85.38304535225829,6.4952945768230785,16.42875741421478,mungbean,5.94
76.41131585756926,43.55488583806696,27.417036147490947,24.347153731846998,75.98098409951457,6.934396707591513,220.7198166504871,jute,4.17
13.272232603107708,117.75661056547341,182.41654191219246,16.87455182387909,92.81392801380915,5.235679085963616,121.91669018124617,apple,3.93
46.713400764504655,53.70669484585891,84.02992140025658,18.41417655455757,10.0,7.192576797693573,101.52292625280026,chickpea,4.26
20.6286162377532,35.06898858377782,23.66534491830959,24.06083632584958,38.77334077435404,5.1250622611557155,96.18322506396329,pigeonpeas,4.35
109.0853493222013,43.20436577262477,21.797477806015088,25.73036332749236,53.65307413653575,5.319595594009613,29.486873708598104,maize,4.97
24.177140367471488,74.22675561791925,14.433108638841794,31.204287006798225,38.86662542608488,5.649319828038574,143.81055589142014,pigeonpeas,5.94
103.62638434947226,54.92103456024379,28.842861781028024,21.93730175081082,59.73927774168156,6.040152340619345,83.09494438322935,wheat,5.37
72.32300904853076,59.66544002189239,53.455035454952004,32.198425303034135,90.85167118753996,6.283245227009052,145.52030572773054,papaya,5.01
29.376064718531204,73.42460645811472,77.19283602493176,21.942919982719452,21.936930257823754,8.235825456807445,91.59266346427151,chickpea,1.56
20.585575928013554,64.7463551680261,29.53365997685652,26.748846120452363,39.04363097293465,5.642588057612108,155.36084150431427,pigeonpeas,2.35
34.39887738331252,45.097158891845375,16.104189598495946,29.86044634124639,67.08968696256244,7.154588203346815,34.31238338408947,mungbean,5.48
67.59660038911078,55.91795696904667,93.34874498847753,10.666635341974269,15.8595806720351,7.334095474827979,61.05015730052451,chickpea,1.33
25.61890820085329,45.45608664377533,31.255477967134006,26.547644516245548,89.77634618603602,6.684502842004183,38.87473852980994,mungbean,5.4
101.48618997743432,20.61023315406227,21.547827162723955,25.04196434766314,74.97052743787438,7.3141609360638515,190.9407064778051,coffee,2.03
25.039670129135715,52.4442402737312,32.82041634096545,26.918733211104712,56.606248288159875,6.632692400062354,38.127807494765655,lentil,3.83
41.27353586669977,72.33374258245355,54.682311327264834,36.372287684104876,87.66561382130985,7.1153544148638534,206.1756903308998,papaya,4.74
26.368259954071895,69.44116622269594,80.62068578878771,20.194833071940128,13.094269772749918,7.2106724228442145,91.44185556809843,chickpea,5.51
27.143630960870155,94.4443030257413,16.722507258964022,29.136966478740487,66.25321469231073,5.552943329226522,103.94879257402921,pigeonpeas,3.16
73.42000782967439,29.563771919926165,17.435597263685843,27.192383770941095,61.42485914761308,6.46590465394998,215.68980364485475,coffee,2.35
0.0,3.839218473340557,9.027076684801662,22.10161164830573,90.10590647378321,6.927341944437506,143.533251738742,orange,2.92
36.95429840649197,29.16347265759348,21.93441657244599,22.20562827912447,89.81709980061576,5.3048781536614005,107.45118131170561,pomegranate,5.28
98.67729657150362,0.0,41.18912062770029,26.23649153951051,81.01109636962904,6.658306060610049,51.59714456757241,watermelon,5.46
43.12639605589611,63.57861891067113,50.93562166632731,33.60819506471907,87.6839021629284,6.748930674465942,185.83587146255888,papaya,2.46
57.40586290684764,32.76660917548766,64.33848078402417,17.689270434974325,76.83685465482853,6.584864642195187,203.575756765826,rice,2.79
60.68564639300767,54.7830890397313,26.09982048487808,9.42469824814602,67.99567045759296,6.319594925410849,97.77219573785872,wheat,2.89
94.0413183267776,22.018819108354926,50.73915026447213,28.453292036346465,87.2769597205126,6.895455408855705,56.71018338959506,watermelon,6.04
15.141164534302309,65.84168432165431,23.406749269038635,28.254617267663917,33.791905967612784,6.225576395024342,157.5770653798987,pigeonpeas,5.17
8.170164199760837,155.99766547106938,196.64563038176752,21.118796454156413,96.795387502467,5.436249900988368,128.2935651666101,apple,5.12
18.590907475287043,27.548692283810098,9.276090869068506,19.720694888444974,90.7215500971754,5.266517692948226,86.16004292583983,pomegranate,4.58
26.426528341902632,6.830069207149991,29.756263487586068,24.28681463113614,76.48353628587687,6.599384968452517,64.23721429977125,sugarcane,3.45
68.48724347524453,41.220098146453616,65.60084538268795,22.71182030082605,87.74636663142837,6.148411787437056,198.60046038012152,rice,5.17
48.82333062323409,60.218645007503795,72.94936778360747,19.063512918608193,13.816401319797023,7.173546954149671,121.99443578333032,chickpea,1.72
101.86250218839508,46.90566306501743,23.37071084444625,22.556627828156962,66.00960404461837,7.262795576394509,100.36052583140935,wheat,4.97
77.64700867318828,57.34168059710792,15.973420416071248,19.419525746655456,64.46432532878859,6.480543127545012,88.5485953838321,wheat,2.89
9.646349983106413,0.0,9.270777835139052,19.10381136960123,92.09578552979704,7.554783956109312,135.89790523580086,orange,3.13
8.122695675601612,130.9282924936228,210.4997186305201,17.986438001310102,92.4509241238303,6.009875105554263,25.7365418023735,grapes,3.3
6.886675147641709,1.645596067086473,8.248214095944839,31.21485517813084,55.289844086914584,6.033311446841373,109.95388118661765,mango,4.63
23.81435237121443,21.231324650525757,19.076725294401715,22.273491758058665,91.44125788934663,5.783427341970295,87.62708665681834,pomegranate,3.17
104.0745243735189,19.146125676257615,52.571389900857575,24.57945641916743,88.24701257911231,7.058804221994609,54.95792259358124,watermelon,4.93
104.08239285832992,21.45787884261654,33.824182247247535,22.07737127833264,54.364747900868096,6.372085719168598,177.74891675611843,coffee,3.32
104.6851852891353,96.64560509469226,61.17049414324693,27.879153272764665,77.31012560959444,6.37418294593951,117.70782390406308,banana,2.0
39.067784087853596,113.20831022810503,176.3395213178812,26.664270780175855,78.46084360883033,5.659946318912953,69.61934657390307,grapes,5.56
22.70949854337352,73.02878432760885,14.224293382998965,29.536578299655634,57.20975712628491,6.021345427509049,138.97768239615553,pigeonpeas,2.41
23.530457213593966,56.002657043350055,21.83197113967472,21.42629564580514,52.82598000457115,5.91926338639621,169.15980505929306,pigeonpeas,4.72
33.24821725025618,64.83221993926723,68.11370118500058,16.76815388144384,10.0,7.285317482949176,80.02410950724449,chickpea,4.64
8.379593938046883,2.803806340027865,12.001841447312804,22.726873557406954,90.06608746002249,6.988604350195843,92.11218084693128,orange,4.23
10.626765221459506,68.89784807527083,14.123535225076228,30.0403674652233,49.41589049164048,6.018784438185316,152.0653719385156,pigeonpeas,1.82
122.43378284775838,85.43642247469569,46.12198801157018,27.806437069236463,77.40681001257713,6.6873455983055505,100.270245468123,banana,3.97
128.02889601457588,18.496061771797763,57.51118515167483,32.10960467008573,89.43433683990627,6.944271073621636,27.753962341432086,muskmelon,5.45
49.475264621228575,60.850592442208395,68.79382881047538,22.58155675418941,13.342215313784717,6.842260034929839,66.32080996401805,chickpea,5.37
16.709760605355694,10.148254636570522,18.047314891531585,33.346029657486554,81.75413107864723,7.340366455693965,84.33191637994243,sugarcane,2.09
55.82523634407338,71.18056332150171,62.11363606990552,33.53492986894708,88.09532392612584,7.427263534670315,163.43702959985,papaya,2.39
